15:56:59,,,
15:57:00,,,
15:57:02,,,
15:57:04,,,
15:57:06,106A sdd_res=088A1457 sel_res=60 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:07,106A sdd_res=08CAFC23 sel_res=60 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:08,106A sdd_res=082EBF27 sel_res=60 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:09,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:11,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:12,106A sdd_res=087D050D sel_res=60 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:13,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:15,106A sdd_res=088BE96E sel_res=20 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:16,106A sdd_res=088BE96E sel_res=20 sens_res=0800,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:17,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:18,106A sdd_res=088BE96E sel_res=20 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:19,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:21,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:22,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:24,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:25,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:27,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:28,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:30,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:31,106A sdd_res=088BE96E sel_res=20 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:32,106A sdd_res=088BE96E sel_res=20 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:33,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:35,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:36,106A sdd_res=088BE96E sel_res=20 sens_res=0804,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
15:57:37,,,212F sensf_res=01012900029416331C01158B868FBECBFFFE00
