12:48:54,,,
12:48:56,,,
12:48:57,,,
12:48:59,,,
12:49:01,,,
12:49:03,,,
12:49:05,,,
12:49:07,,,
12:49:08,,,
12:49:10,,,
12:49:12,,,
12:49:14,,,
12:49:16,,,
12:49:17,,,
12:49:19,,,
12:49:21,,,
12:49:23,,,
12:49:25,,,
12:49:27,,,
12:49:28,,,
12:49:30,,,
12:49:32,,,
12:49:34,,,
12:49:36,,,
12:49:37,,,
12:49:39,,,
12:49:41,,,
12:49:43,,,
12:49:45,,,
12:49:47,,,
12:49:48,,,
12:49:50,,,
12:49:52,,,
12:49:54,,,
12:49:56,,,
12:49:57,,,
12:49:59,,,
12:50:01,,,
12:50:03,,,
12:50:05,,,
12:50:07,,,
12:50:08,,,
12:50:10,,,
12:50:12,,,
12:50:14,,,
12:50:16,,,
12:50:17,,,
12:50:19,,,
12:50:21,,,
12:50:23,,,
12:50:25,,,
12:50:27,,,
12:50:28,,,
12:50:30,,,
12:50:32,,,
12:50:34,,,
12:50:36,,,
12:50:38,,,
12:50:39,,,
12:50:41,,,
12:50:43,,,
12:50:45,,,
12:50:47,,,
12:50:48,,,
12:50:50,,,
12:50:52,,,
12:50:54,,,
12:50:56,,,
12:50:58,,,
12:50:59,,,
12:51:01,,,
12:51:03,,,
12:51:05,,,
12:51:07,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:08,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:09,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:11,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:12,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:14,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:15,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:16,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:18,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:19,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:21,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:22,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:23,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:25,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:26,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:27,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:29,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:30,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:32,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:33,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:35,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:36,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:38,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:39,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:40,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:42,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:43,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:45,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:46,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:47,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:49,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:50,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:51,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:53,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:54,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:56,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:57,,,212F sensf_res=0101345F000216BA6A01148B868FBECBFFFFFF
12:51:58,,,
12:52:00,,,
12:52:02,,,
12:52:04,,,
