12:53:20,,,
12:53:22,,,
12:53:24,,,
12:53:25,,,
12:53:27,,,
12:53:29,,,
12:53:31,,,
12:53:33,,,
12:53:35,,,
12:53:36,,,
12:53:38,,,
12:53:40,,,
12:53:42,,,
12:53:44,,,
12:53:45,,,
12:53:47,,,
12:53:49,,,
12:53:51,,,
12:53:53,,,
12:53:55,,,
12:53:56,,,
12:53:58,,,
12:54:00,,,
12:54:02,,,
12:54:04,,,
12:54:05,,,
12:54:07,,,
12:54:09,,,
12:54:11,,,
12:54:13,,,
12:54:15,,,
12:54:16,,,
12:54:18,,,
12:54:20,,,
12:54:22,,,
12:54:24,,,
12:54:25,,,
12:54:27,,,
12:54:29,,,
12:54:31,,,
12:54:33,,,
12:54:35,,,
12:54:36,,,
12:54:38,,,
12:54:40,,,
12:54:42,,,
12:54:44,,,
12:54:46,,,
12:54:47,,,
12:54:49,,,
12:54:51,,,
12:54:53,,,
12:54:55,,,
12:54:56,,,
12:54:58,,,
12:55:00,,,
12:55:02,,,
12:55:04,,,
12:55:06,,,
12:55:07,,,
12:55:09,,,
12:55:11,,,
12:55:13,,,
12:55:15,,,
12:55:17,,,
12:55:18,,,
12:55:20,,,
12:55:22,,,
12:55:24,,,
12:55:26,,,
12:55:27,,,
12:55:29,,,
12:55:31,,,
12:55:33,,,
12:55:35,,,
12:55:37,,,
12:55:38,,,
12:55:40,,,
12:55:42,,,
12:55:44,,,
12:55:46,,,
12:55:47,,,
12:55:49,,,
12:55:51,,,
12:55:53,,,
12:55:55,,,
12:55:57,,,
12:55:58,,,
12:56:00,,,
12:56:02,,,
12:56:04,,,
12:56:06,,,
12:56:07,,,
12:56:09,,,
12:56:11,,,
12:56:13,,,
12:56:15,,,
12:56:17,,,
12:56:18,,,
12:56:20,,,
12:56:22,,,
12:56:24,,,
12:56:26,,,
12:56:27,,,
12:56:29,,,
12:56:31,,,
12:56:33,,,
12:56:35,,,
12:56:37,,,
12:56:38,,,
12:56:40,,,
12:56:42,,,
12:56:44,,,
12:56:46,,,
12:56:47,,,
12:56:49,,,
12:56:51,,,
12:56:53,,,
12:56:55,,,
12:56:57,,,
12:56:58,,,
12:57:00,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
12:57:02,,,
12:57:04,,,
12:57:05,,,
12:57:07,,,
12:57:09,,,
12:57:11,,,
12:57:13,,,
12:57:14,,,
12:57:16,,,
12:57:18,,,
12:57:20,,,
12:57:22,,,
12:57:24,,,
12:57:25,,,
12:57:27,,,
12:57:29,,,
12:57:31,,,
12:57:33,,,
12:57:35,,,
12:57:36,,,
12:57:38,,,
12:57:40,,,
12:57:42,,,
12:57:44,,,
12:57:45,,,
12:57:47,,,
12:57:49,,,
12:57:51,,,
12:57:53,,,
12:57:55,,,
12:57:56,,,
12:57:58,,,
12:58:00,,,
12:58:02,,,
12:58:04,,,
12:58:05,,,
12:58:07,,,
12:58:09,,,
12:58:11,,,
12:58:13,,,
12:58:15,,,
12:58:16,,,
12:58:18,,,
12:58:20,,,
12:58:22,,,
12:58:24,,,
12:58:25,,,
12:58:27,,,
12:58:29,,,
12:58:31,,,
12:58:33,,,
12:58:35,,,
12:58:36,,,
12:58:38,,,
12:58:40,,,
12:58:42,,,
12:58:44,,,
12:58:46,,,
12:58:47,,,
12:58:49,,,
12:58:51,,,
12:58:53,,,
12:58:55,,,
12:58:56,,,
