12:53:04,106A sdd_res=0832F081 sel_res=60 sens_res=0400,106B sensb_res=50223D04CF00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:05,106A sdd_res=0855E1EB sel_res=60 sens_res=0400,106B sensb_res=502B03505100000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:06,106A sdd_res=085873B9 sel_res=60 sens_res=0400,106B sensb_res=50B9D42D2500000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:07,106A sdd_res=087BE841 sel_res=60 sens_res=0400,106B sensb_res=506BBF99F500000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:08,106A sdd_res=08A7EE19 sel_res=60 sens_res=0400,106B sensb_res=50E15E385700000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:09,106A sdd_res=08955486 sel_res=60 sens_res=0400,106B sensb_res=50BD11003A00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:10,106A sdd_res=08C6D05B sel_res=60 sens_res=0400,106B sensb_res=50E412F85000000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:11,106A sdd_res=089B6BEC sel_res=60 sens_res=0400,106B sensb_res=50512E389200000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:12,106A sdd_res=0825EBE5 sel_res=60 sens_res=0400,106B sensb_res=50C9D4449400000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:13,106A sdd_res=083B0D33 sel_res=60 sens_res=0400,106B sensb_res=507A8A9A9900000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:14,106A sdd_res=08C063F5 sel_res=60 sens_res=0400,106B sensb_res=50C58B166500000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:15,106A sdd_res=0874D660 sel_res=60 sens_res=0400,106B sensb_res=507A2C526000000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:16,106A sdd_res=08BDDA30 sel_res=60 sens_res=0400,106B sensb_res=50179E442000000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:17,106A sdd_res=08AD57C1 sel_res=60 sens_res=0400,106B sensb_res=50EDFC0A5F00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:18,106A sdd_res=087B71D7 sel_res=60 sens_res=0400,106B sensb_res=5049077F3000000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:19,106A sdd_res=083C3D58 sel_res=60 sens_res=0400,106B sensb_res=501BD1E6CC00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:20,106A sdd_res=082442B6 sel_res=60 sens_res=0400,106B sensb_res=50B6DE180300000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:21,106A sdd_res=088F8123 sel_res=60 sens_res=0400,106B sensb_res=5010CA365500000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:22,106A sdd_res=089DB90E sel_res=60 sens_res=0400,106B sensb_res=505E56017200000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:23,106A sdd_res=080E76CC sel_res=60 sens_res=0400,106B sensb_res=503827B15C00000000808171,
12:53:24,106A sdd_res=0834B31E sel_res=60 sens_res=0400,106B sensb_res=504962507B00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:25,106A sdd_res=08F0CD9F sel_res=60 sens_res=0400,106B sensb_res=50094CD8C400000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:26,106A sdd_res=083BEABA sel_res=60 sens_res=0400,106B sensb_res=5000A2224C00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:27,106A sdd_res=085E1422 sel_res=60 sens_res=0400,106B sensb_res=50A63703F700000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:28,106A sdd_res=08AC72D1 sel_res=60 sens_res=0400,106B sensb_res=50E09CDDCD00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:29,106A sdd_res=08C2CB27 sel_res=60 sens_res=0400,106B sensb_res=5009AE37A500000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:30,106A sdd_res=0855453B sel_res=60 sens_res=0400,106B sensb_res=50C2546C5200000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:31,106A sdd_res=0802D6DE sel_res=60 sens_res=0400,106B sensb_res=50594622EA00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:32,106A sdd_res=0820863C sel_res=60 sens_res=0400,106B sensb_res=5051AAD6C100000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:33,106A sdd_res=08E18F74 sel_res=60 sens_res=0400,106B sensb_res=509AA36BE900000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:34,106A sdd_res=08272E65 sel_res=60 sens_res=0400,106B sensb_res=50A060ACF700000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
12:53:35,106A sdd_res=086ADAD7 sel_res=60 sens_res=0400,106B sensb_res=5013E4C52A00000000808171,212F sensf_res=0101341401BF171D7301148B868FBECBFFFE00
