13:51:13,,,
13:51:15,,,
13:51:17,,,
13:51:18,,,
13:51:20,,,
13:51:22,,,
13:51:24,,,
13:51:26,,,
13:51:28,,,
13:51:29,,,
13:51:31,,,
13:51:33,,,
13:51:35,,,
13:51:37,,,
13:51:39,,,
13:51:40,,,
13:51:42,,,
13:51:44,,,
13:51:46,,,
13:51:48,,,
13:51:50,,,
13:51:51,,,
13:51:53,,,
13:51:55,,,
13:51:57,,,
13:51:59,,,
13:52:01,,,
13:52:02,,,
13:52:04,,,
13:52:06,,,
13:52:08,,,
13:52:10,,,
13:52:12,,,
13:52:13,,,
13:52:15,,,
13:52:17,,,
13:52:19,,,
13:52:21,,,
13:52:22,,,
13:52:24,,,
13:52:26,,,
13:52:28,,,
13:52:30,,,
13:52:32,,,
13:52:33,,,
13:52:35,,,
13:52:37,,,
13:52:39,,,
13:52:41,,,
13:52:43,,,
13:52:44,,,
13:52:46,,,
13:52:48,,,
13:52:50,,,
13:52:52,,,
13:52:54,,,
13:52:55,,,
13:52:57,,,
13:52:59,,,212F sensf_res=010134BB01031950F301148B868FBECBFFFFFF
13:53:00,,,212F sensf_res=010134BB01031950F301148B868FBECBFFFFFF
13:53:02,,,212F sensf_res=010134BB01031950F301148B868FBECBFFFFFF
13:53:03,106A sdd_res=08000000 sel_res=60 sens_res=0100,106B sensb_res=50000000000000000000817500,
13:53:04,,,
13:53:06,,,
13:53:08,,,
13:53:10,,,
13:53:12,,,
13:53:14,,,
13:53:15,,,
13:53:17,,,
13:53:19,,,
13:53:21,,,
13:53:23,,,
13:53:25,,,
13:53:26,,,
13:53:28,,,
13:53:30,,,
13:53:32,,,
13:53:34,,,
13:53:36,,,
13:53:37,,,
13:53:39,,,
13:53:41,,,
13:53:43,,,
13:53:45,,,
13:53:46,,,
13:53:48,,,
13:53:50,,,
13:53:52,,,
13:53:54,,,
13:53:56,,,
13:53:57,,,
13:53:59,,,
13:54:01,,,
13:54:03,,,
13:54:05,,,
13:54:07,,,
13:54:08,,,
13:54:10,,,
13:54:12,,,
13:54:14,,,
13:54:16,,,
13:54:18,,,
13:54:19,,,
13:54:21,,,
13:54:23,,,
13:54:25,,,
13:54:27,,,
13:54:29,,,
13:54:30,,,
13:54:32,,,
13:54:34,,,
13:54:36,,,
13:54:38,,,
13:54:39,,,
13:54:41,,,
13:54:43,,,
13:54:45,,,
13:54:47,,,
13:54:49,,,
13:54:50,,,
13:54:52,,,
13:54:54,,,
13:54:56,,,
13:54:58,,,
13:55:00,,,
13:55:01,,,
13:55:03,,,
13:55:05,,,
13:55:07,,,
13:55:09,,,
13:55:11,,,
13:55:12,,,
13:55:14,,,
13:55:16,,,
13:55:18,,,
13:55:20,,,
13:55:22,,,
13:55:23,,,
