16:51:26,,,
16:51:28,,,
16:51:30,,,
16:51:32,,,
16:51:34,,,
16:51:36,,,
16:51:37,,,
16:51:39,,,
16:51:41,,,
16:51:43,,,
16:51:45,,,
16:51:47,,,
16:51:48,,,
16:51:50,,,
16:51:52,,,
16:51:54,,,
16:51:56,,,
16:51:57,,,
16:51:59,,,
16:52:01,,,
16:52:03,,,
16:52:05,,,
16:52:07,,,
16:52:08,,,
16:52:10,,,
16:52:12,,,
16:52:14,,,
16:52:16,,,
16:52:18,,,
16:52:19,,,
16:52:21,,,
16:52:23,,,
16:52:25,,,
16:52:27,,,
16:52:28,,,
16:52:30,,,
16:52:32,,,
16:52:34,,,
16:52:36,,,
16:52:38,,,
16:52:39,,,
16:52:41,,,
16:52:43,,,
16:52:45,,,
16:52:47,,,
16:52:49,,,
16:52:50,,,
16:52:52,,,
16:52:54,,,
16:52:56,,,
16:52:58,,,
16:52:59,,,
16:53:01,,,
16:53:03,,,
16:53:05,,,
16:53:07,,,
16:53:09,,,
16:53:10,,,
16:53:12,,,
16:53:14,,,
16:53:16,,,
16:53:18,,,
16:53:20,,,
16:53:21,,,
16:53:23,,,
16:53:25,,,
16:53:27,,,
16:53:29,,,
16:53:31,,,
16:53:32,,,
16:53:34,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:35,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:37,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:38,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:39,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:40,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:42,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:43,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:44,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:46,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:47,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:48,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:50,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:51,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:53,,,
16:53:54,,,
16:53:56,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:53:58,,,
16:54:00,,,
16:54:01,,,
16:54:03,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:05,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:06,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:07,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:09,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:10,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:11,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:13,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:14,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:15,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:17,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:18,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:19,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:21,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:22,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:23,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:25,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:26,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:27,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:29,,,
16:54:31,,,
16:54:33,,,
16:54:34,,,
16:54:36,,,
16:54:38,,,
16:54:40,,,
16:54:42,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:43,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:45,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:46,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:47,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:49,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:50,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:51,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:53,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:54,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:55,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:57,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:58,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:54:59,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:01,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:02,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:03,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:05,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:06,,,
16:55:08,,,
16:55:10,,,
16:55:12,,,
16:55:13,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:15,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:17,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:18,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:19,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:20,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:22,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:23,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:24,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:26,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:27,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:28,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:30,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:31,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:32,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:34,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:35,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:37,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:38,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:39,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:41,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:42,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:43,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:45,,,
16:55:47,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:48,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:50,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:51,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:52,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:54,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:55,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:56,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:55:57,,,
16:55:59,,,
16:56:01,,,
16:56:03,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:04,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:06,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:07,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:09,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:10,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:11,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:13,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:14,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:15,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:17,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:18,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:19,,,
16:56:21,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:22,,,
16:56:24,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:25,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:27,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:28,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:29,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:31,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:32,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:34,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:35,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:36,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:37,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:39,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:40,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:42,,,
16:56:43,,,
16:56:45,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:47,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:48,,,
16:56:50,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:51,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:52,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:54,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:55,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:56,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:58,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:56:59,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:00,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:02,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:03,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:04,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:06,,,
16:57:08,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:09,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:11,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:12,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:13,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:15,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:16,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:17,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:18,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:20,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:21,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:22,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:24,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:25,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:26,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:28,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:29,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:30,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:32,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:33,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:35,106A sdd_res=01020304 sel_res=60 sens_res=0400,,
16:57:36,,,
16:57:38,,,
16:57:40,,,
16:57:41,,,
16:57:43,,,
16:57:45,,,
16:57:47,,,
16:57:49,,,
16:57:51,,,
16:57:52,,,
16:57:54,,,
16:57:56,,,
16:57:58,,,
16:58:00,,,
16:58:02,,,
16:58:03,,,
16:58:05,,,
16:58:07,,,
16:58:09,,,
16:58:11,,,
16:58:13,,,
16:58:14,,,
16:58:16,,,
16:58:18,,,
16:58:20,,,
16:58:22,,,
16:58:24,,,
16:58:25,,,
16:58:27,,,
16:58:29,,,
16:58:31,,,
16:58:33,,,
16:58:35,,,
16:58:36,,,
16:58:38,,,
16:58:40,,,
16:58:42,,,
16:58:44,,,
16:58:45,,,
16:58:47,,,
16:58:49,,,
16:58:51,,,
16:58:53,,,
16:58:55,,,
16:58:56,,,
16:58:58,,,
16:59:00,,,
16:59:02,,,
16:59:04,,,
16:59:06,,,
16:59:07,,,
16:59:09,,,
16:59:11,,,
16:59:13,,,
16:59:15,,,
16:59:17,,,
16:59:18,,,
16:59:20,,,
16:59:22,,,
16:59:24,,,
16:59:26,,,
16:59:28,,,
16:59:29,,,
16:59:31,,,
16:59:33,,,
16:59:35,,,
16:59:37,,,
16:59:38,,,
16:59:40,,,
16:59:42,,,
16:59:44,,,
16:59:46,,,
16:59:48,,,
16:59:49,,,
16:59:51,,,
16:59:53,,,
16:59:55,,,
16:59:57,,,
16:59:59,,,
17:00:00,,,
17:00:02,,,
17:00:04,,,
17:00:06,,,
17:00:08,,,
17:00:10,,,
17:00:11,,,
17:00:13,,,
17:00:15,,,
17:00:17,,,
17:00:19,,,
17:00:21,,,
17:00:22,,,
17:00:24,,,
17:00:26,,,
17:00:28,,,
17:00:30,,,
17:00:32,,,
17:00:33,,,
17:00:35,,,
17:00:37,,,
17:00:39,,,
17:00:41,,,
17:00:43,,,
17:00:44,,,
17:00:46,,,
17:00:48,,,
17:00:50,,,
17:00:52,,,
17:00:53,,,
17:00:55,,,
17:00:57,,,
17:00:59,,,
17:01:01,,,
17:01:03,,,
17:01:04,,,
17:01:06,,,
17:01:08,,,
17:01:10,,,
17:01:12,,,
17:01:14,,,
17:01:15,,,
17:01:17,,,
17:01:19,,,
17:01:21,,,
17:01:23,,,
17:01:25,,,
17:01:26,,,
17:01:28,,,
17:01:30,,,
17:01:32,,,
17:01:34,,,
17:01:36,,,
17:01:37,,,
17:01:39,,,
17:01:41,,,
17:01:43,,,
17:01:45,,,
17:01:47,,,
17:01:48,,,
17:01:50,,,
17:01:52,,,
17:01:54,,,
17:01:56,,,
17:01:58,,,
17:01:59,,,
17:02:01,,,
17:02:03,,,
17:02:05,,,
17:02:07,,,
17:02:08,,,
17:02:10,,,
17:02:12,,,
17:02:14,,,
17:02:16,,,
17:02:18,,,
17:02:19,,,
17:02:21,,,
17:02:23,,,
17:02:25,,,
17:02:27,,,
17:02:29,,,
17:02:30,,,
17:02:32,,,
17:02:34,,,
17:02:36,,,
17:02:38,,,
17:02:40,,,
17:02:41,,,
17:02:43,,,
17:02:45,,,
17:02:47,,,
17:02:49,,,
17:02:51,,,
17:02:52,,,
17:02:54,,,
17:02:56,,,
17:02:58,,,
17:03:00,,,
17:03:01,,,
17:03:03,,,
17:03:05,,,
17:03:07,,,
17:03:09,,,
17:03:11,,,
17:03:12,,,
17:03:14,,,
17:03:16,,,
17:03:18,,,
17:03:20,,,
17:03:22,,,
17:03:23,,,
17:03:25,,,
17:03:27,,,
